HostName,SerialNumber,OS,Brand,Model,isLaptop
BGA1-WFH-0137,GFNDKB2,Windows,Dell,Optiplex 7040,NO
BGA1-WFH-0054,1NQRJK2,Windows,Dell,Optiplex 7041,NO
MDE1-WFH-0093,DQ7RHL2,Windows,Dell,Optiplex 7042,NO
MDE1-WFH-0030,BS621M2,Windows,Dell,Optiplex 7043,NO
MDE1-WFH-0033,2X4K7M2,Windows,Dell,Optiplex 7044,NO
CLO1-WFH-0068,8Y10Q22,Windows,Dell,Optiplex 7045,NO
CLO1-WFH-0093,7DNJMF2,Windows,Dell,Optiplex 7046,NO
